qd1,qd2,phrase1,phrase2,label
25115,25116,sinc the first neurosurgeon had said that the tumor would not respond to radiat and the second had indic that the chanc radiat would help were small the biopsi began to seem an ordeal that we had no busi forc on him particularli as i had learn by ask around that it could be veri pain and given where the needl wa to be blindli insert not without some risk,and if the result wa onli to present us with the option we alreadi oper that could leav him wors off rather than wa gain by subject him to it,roth
25117,25118,to make thing more difficult onli a few day after our consult dr,benjamin left america for over a month to lectur in europ and there wa no way that i could air my doubt with him until hi return on june,roth
25119,25120,he had given us the name of someon to whom he wa will to entrust the biopsi but though my father went back over to new york to see that time accompani by my brother who had flown in from chicago for a week to be with him and to spell me a all felt there were too mani unansw question to proceed befor dr,benjamin s return if at all,roth
25121,25122,and my father wa hardli equip to make the decis to go ahead on hi own,he d conduct himself gallantli with the two brain surgeon but now caught in the vise of their differ propos he succumb to a wild helpless,roth
25123,25124,he began to say thing to me that didn t make much sens and then for longer period said noth or suddenli unprovok lash out at lil so uncontrol that even he wa startl afterward by hi vehem and meekli apolog,apolog to lil would not have seem like an unfortun develop had it not signal demor rather than remors,roth
25125,25126,he repeat to me to my brother to everyon that he didn t want a biopsi or an oper through the back of hi head or the roof of hi he want wa what he had want from the start to be abl to see hi food and to read hi paper and as he put it to navig on hi own,whi couldn t they just remov the cataract from hi good eye and give him back hi sight,roth
25127,25128,i found a draft of a letter to the ophthalmologist on the dine room tabl one day when i came over for lunch dear dr,krohn i want my sight back,roth
25129,25130,i want my eye fix,that s what i want,roth
25131,25132,meyerson who had never struck me as a fool had warn us that thing were go to get wors in a rel short time unless someth wa done,meyerson had told us that to remov the tumor he would go in through the back of the skull and take eight to ten hour to get it out and benjamin had told us that to remov the tumor he would go up through an incis in the roof of the someth like the rout of the biopsi extract it in thirteen or fourteen hour and my father wa tell me that the one prospect wa as horrifi as the other and that submit to either wa unthink,roth
25133,25134,all i want is my sight back,listen to what he is say,roth
25135,25136,he is tell you what he want and it s veri simpl,he want hi eye fix,roth
25137,25138,he s not a s made it through eightysix year on hi own kind of wisdom so honor that wisdom and just give him what it is he wants but then in the next minut it would seem to me that by yield to hi unrealist apprais of the crisi i wa onli tri to evad the hard choic and so around again i went unconvinc that there wa ani reward commensur with the risk involv in surgeri yet consciou that if noth wa done in a rel short time hi condit could deterior horribl,one morn after my brother had flown back to chicago i made a call to palm beach to sandi kuvin a doctor cousin of our,roth
25139,25140,over the year at my request he had been check in on my father when my father wa vacat in florida and he had given us sensibl advic about such health problem as had crop up for my father down there,sandi wa a coupl of year older than i a father of three colleg kid and a vigor support of israel who spent nearli half hi work year at a medic research clinic in jerusalem for which he d rais the endow and which wa name for him,roth
25141,25142,i d made a tour of the place with one of hi staff the last time i d been in jerusalem,we d all grown up in the same part of newark we d gone to the same high school in the forti and though he and i had onli met up again i began visit my father in florida each annual even togeth at a local restaur and our afternoon at hi airi hous on a palm beach inlet had been friendli and enjoy each of us get a kick out of see how far the other fellow had travel from the hall of weequah high,roth
25143,25144,after i explain the situat and describ to him my indecis sandi said to me he s an old man s live a long life and by now that tumor is grow pretti slowli,in ten year or so it s caus no more damag than the hear loss in one ear and the facial paralysi on one side of hi face,roth
25145,25146,mayb some of hi headach come from it and it may be that when he walk some of hi uncertainti isn t just from the bad vision but from thi thing press on the eighth nerv,mayb noth he said and mayb everyth,roth
25147,25148,if he want hi vision give him hi vision and if he ha it for as littl as a month befor he die well he will at least have had what he want for a month,doc will you do me a favor,roth
25149,25150,will you telephon him,don t let on that we spoke,roth
25151,25152,call him out of the blue and let him tell you hi stori and then tell him what you told it s grow slowli and to forget it,becaus he s realli head for the bottom if someth doesn t lift him soon,roth
25153,25154,chin himself up on life again,you know what he said,roth
25155,25156,i told him what s happen and he said herman forget it,you ve had it for ten year and the pace that it s grow at is so slow that you can have it for anoth ten year befor it doe ani more harm kuvin told me i could be kill by ten other thing befor the tumor get ani larger with someth that sound like real delight he enumer for me the potenti killer,roth
