qd1,qd2,question1,question2,label
3853,3854,he remembered how he had obediently set to coloring with the crayons like the child he had once been in kindergarten class,he remembered the mortifying consequences of having ended up in hammerton how every trace of assuredness had vanished he remembered how all he found to deliver him from a pervasive sense of defeat and dread was the conversation that he listened to in the rec room after dinner the stories of those among the hospitalized infatuated still with how they had tried to kill themselves,routh
3855,3856,now however a huge man sitting awkwardly amid these little tables and chairs he was at one with the actor conscious of the achievement behind him and convinced that life could begin again,dr,routh
3857,3858,wan was a small slender young woman who said that she would of course need pegeen is history too but that she could begin at least to address his fears about birth defects in the offspring of aging fathers,she told him that although the ideal age for men to father children is their twenties and although the risk of passing on genetic vulnerability or developmental disorders like autism is significantly increased after forty and although older men had more sperm with damaged dna than younger men the odds of fathering normal offspring without birth defects were not necessarily dire for a man of his age and health especially as some though not all birth defects could be detected during pregnancy,routh
3859,3860,the testicular cells that give rise to sperm divide every sixteen days dr,wan explained to him while they sat across from each other at the little table,routh
3861,3862,this means that the cells have split about eight hundred times by age fifty,and with each cell division the chance increases for errors in the sperm is dna,routh
3863,3864,once pegeen had provided her with the other half of the story she could more fully evaluate their situation and work with them together should they wish to proceed further,she gave him her card along with a pamphlet that spelled out in detail the nature and risk of birth defects,routh
3865,3866,she also explained that there might be decreased fertility at his age and so at his request she provided him with a referral to a laboratory to have a sperm analysis,that way they could determine if there was likely to be any difficulty with conception,routh
3867,3868,there can be a problem she told him of sperm count of motility or morphology,i understand he said and to express an uncontrollable sense of gratitude reached out to clutch her hand,routh
3869,3870,the doctor smiled at him as if she were the older of the two and said call me if you have questions,back at home he had an enormous urge to phone pegeen and tell her of the great idea that had taken hold of him and what he had done about it,routh
3871,3872,but that conversation would have to wait until they were together the following weekend and had hours and hours to talk,alone in bed that night he read the pamphlet dr,routh
3873,3874,wan had given him,it takes healthy sperm to make a healthy baby,routh
3875,3876,about 2 to 3 percent of all babies are born with a major birth defect,more than 20 rare but devastating genetic disorders have been linked to aging fathers,routh
